DATE,PRICE,VOL
2020-12-18,0.22,100983.94838846
2020-12-19,0.395,7313520.679338845
2020-12-20,0.60744,19155167.705267087
2020-12-21,0.38755,10960523.36701298
2020-12-22,0.44738,8431293.81650007
2020-12-23,0.33425,9200274.393775444
2020-12-24,0.34042,5393808.433325075
2020-12-25,0.29295,4674851.931845942
2020-12-26,0.39459,9234729.304243833
2020-12-27,0.32211,8097299.906515805
2020-12-28,0.31113,5368494.838767231
2020-12-29,0.3045,5135683.038303475
2020-12-30,0.30523,4565850.692182843
2020-12-31,0.28674,2332446.4485194394
2021-01-01,0.29701,2562428.875056362
2021-01-02,0.26269,5295616.622557549
2021-01-03,0.23381,5801940.494453547
2021-01-04,0.24876,5574454.670204919
2021-01-05,0.27525,7517290.323472087
2021-01-06,0.29795,9043182.298701558
2021-01-07,0.28151,9164026.650493093
2021-01-08,0.26776,7323410.242161496
2021-01-09,0.279,4227915.137707895
2021-01-10,0.26628,5995267.377567107
2021-01-11,0.23944,8072876.885233043
2021-01-12,0.22514,4081321.294168829
2021-01-13,0.2692,4979745.369788935
2021-01-14,0.27302,5293890.338261183
2021-01-15,0.28046,7883955.264274689
2021-01-16,0.3863,12219585.74299032
2021-01-17,0.43082,12623713.96185306
2021-01-18,0.51,10540464.432658384
2021-01-19,0.44545,6482357.113783034
2021-01-20,0.42995,5692909.312294483
2021-01-21,0.35877,4736341.945845095
2021-01-22,0.42159,6163037.321174048
2021-01-23,0.48217,4510061.930995982
2021-01-24,0.45733,2081311.6284329777
2021-01-25,0.43908,2212773.95741952
2021-01-26,0.4405,2271834.3212926835
2021-01-27,0.40125,3149714.75062765
2021-01-28,0.45878,4566654.392117146
2021-01-29,0.45711,6199512.768190248
2021-01-30,0.52636,6694121.318108565
2021-01-31,0.65713,9107981.866263974
2021-02-01,0.6501,6097572.051282625
2021-02-02,0.62487,2541703.39513525
2021-02-03,0.68549,3142166.873663621
2021-02-04,0.67552,3109801.993041395
2021-02-05,0.79263,4556697.358674216
2021-02-06,0.72167,3539816.9799810364
2021-02-07,0.76161,3933540.359974
2021-02-08,0.80367,4063984.571383017
2021-02-09,0.86937,2599709.5435551982
2021-02-10,1.04657,5737773.084724301
2021-02-11,1.68395,16308235.165238004
2021-02-12,1.85,15900523.762574628
2021-02-13,1.935,4568957.501573623
2021-02-14,1.78834,3976651.385359138
2021-02-15,1.7731,5363392.467534606
2021-02-16,1.71,2341165.78094026
2021-02-17,1.81016,2845553.30027415
2021-02-18,1.89167,2120577.2154804603
2021-02-19,1.78399,1683412.9121779716
2021-02-20,1.89767,5485060.55758215
2021-02-21,1.9,1701386.7718501273
2021-02-22,1.66107,6239207.404223988
2021-02-23,1.4,9313829.947450249
2021-02-24,1.56222,3802616.626609684
2021-02-25,1.41726,2476309.3053511567
2021-02-26,1.43725,3561172.5198809355
2021-02-27,1.39779,1372583.985714273
2021-02-28,1.31612,1974916.098346992
2021-03-01,1.59901,2241503.112449015
2021-03-02,1.51514,2443034.654024731
2021-03-03,1.62507,2504946.0027589286
2021-03-04,1.5617,1770685.5619232669
2021-03-05,1.545,1252858.6398140097
2021-03-06,1.5077,1074256.5135964116
2021-03-07,1.57322,1009144.7576997316
2021-03-08,1.60271,981863.863381322
2021-03-09,1.78166,2218279.119984169
2021-03-10,1.70845,1262495.4456801713
2021-03-11,1.59764,1647448.594203878
2021-03-12,1.45006,1871111.3181358045
2021-03-13,1.47348,2021150.3570087324
2021-03-14,1.44807,794193.1821249707
2021-03-15,1.44,1009737.9239747792
2021-03-16,1.43924,1177398.7172700197
2021-03-17,1.4317,935131.6456724282
2021-03-18,1.42131,1615448.9919913304
2021-03-19,1.42821,858567.5875727696
2021-03-20,1.44712,1540491.482405348
2021-03-21,1.43279,903008.99368939
2021-03-22,1.29797,1357232.5376400794
2021-03-23,1.273,842334.6014875999
2021-03-24,1.18452,959547.3526811396
2021-03-25,1.1426,962111.3187869804
2021-03-26,1.31748,857963.252066721
2021-03-27,1.24542,717149.0627393993
2021-03-28,1.53341,2302634.0146143725
2021-03-29,1.50399,1269129.3410500046
2021-03-30,1.50221,1191809.4253669195
2021-03-31,1.46292,1396351.1409370014
2021-04-01,1.50765,1022323.4934379794
2021-04-02,1.60234,1284678.0783092491
2021-04-03,1.43659,990506.3115930702
2021-04-04,1.49552,457698.4837798105
2021-04-05,1.54436,971209.1317002604
2021-04-06,1.48879,1378652.0790239512
2021-04-07,1.39435,1737957.495521879
2021-04-08,1.47339,730188.8773756706
2021-04-09,1.46499,568926.6441477695
2021-04-10,1.58571,1265812.4887670798
2021-04-11,1.59578,744018.0232480709
2021-04-12,1.68885,2807374.172137602
2021-04-13,1.61378,1490332.131788688
2021-04-14,1.69334,2343928.471466369
2021-04-15,1.76034,1481872.141246162
2021-04-16,1.665,1350327.7900120337
2021-04-17,1.62409,1020036.1261513296
2021-04-18,1.43177,3352008.773165704
2021-04-19,1.3,1381483.882612594
2021-04-20,1.31083,1448471.5576880695
2021-04-21,1.28203,901791.34139053
2021-04-22,1.17612,1524718.499576708
2021-04-23,1.15297,3043315.655803826
2021-04-24,1.04119,769152.62928601
2021-04-25,1.03761,651024.5950609001
2021-04-26,1.20926,1185515.5606099009
2021-04-27,1.291,1201221.544415312
2021-04-28,1.26526,806552.3718456207
2021-04-29,1.23484,1059347.8417079106
2021-04-30,1.29,838128.006861731
2021-05-01,1.38954,971264.6407235396
2021-05-02,1.3418,398008.58666785
2021-05-03,1.31927,986018.4285452312
2021-05-04,1.19747,1469542.7266666314
2021-05-05,1.27853,879057.7806583086
2021-05-06,1.32853,1586626.7316736428
2021-05-07,1.32263,1565533.25139622
2021-05-08,1.30538,1153845.9397900216
2021-05-09,1.26411,952772.941317471
2021-05-10,1.14613,2028845.9093546967
2021-05-11,1.21179,1249509.786364029
2021-05-12,1.06348,2103475.9067227924
2021-05-13,1.08981,2429198.410380679
2021-05-14,1.12732,1101218.5028945697
2021-05-15,1.08594,2837666.0707296613
2021-05-16,1.06801,1137368.2852643018
2021-05-17,0.98167,2089874.4655839005
2021-05-18,1.00741,949192.2075148307
2021-05-19,0.61645,6630529.033061796
2021-05-20,0.74891,3790889.8039704952
2021-05-21,0.70144,2841480.50296931
2021-05-22,0.64987,1843923.535458972
2021-05-23,0.54015,6175170.860687023
2021-05-24,0.67682,2150581.988195916
2021-05-25,0.67357,1589412.674967509
2021-05-26,0.69135,1152471.7993220591
2021-05-27,0.62862,1225045.5929734197
2021-05-28,0.53392,2466540.907065323
2021-05-29,0.5175,2608968.166398473
2021-05-30,0.60654,1263725.5285555285
2021-05-31,0.64874,1226444.748280987
2021-06-01,0.62702,829685.044417552
2021-06-02,0.63073,611288.8627427998
2021-06-03,0.78295,1424527.593485271
2021-06-04,0.66177,1440554.1536592378
2021-06-05,0.62299,666732.446142879
2021-06-06,0.64337,804783.1261942007
2021-06-07,0.57301,1204539.9241149102
2021-06-08,0.56898,1105591.6223034689
2021-06-09,0.58252,529934.0152104399
2021-06-10,0.54277,552321.3644250495
2021-06-11,0.50582,407570.3562588801
2021-06-12,0.4981,299058.4222573602
2021-06-13,0.56449,884650.4451005597
2021-06-14,0.56303,993312.4323450197
2021-06-15,0.59231,1239158.674158461
2021-06-16,0.56611,1324062.6864860305
2021-06-17,0.57374,614660.8055455002
2021-06-18,0.51703,814415.2826490506
2021-06-19,0.50715,999797.9525824202
2021-06-20,0.53962,449757.1908945303
2021-06-21,0.42545,1516137.1736435096
2021-06-22,0.41378,2922443.2634566897
2021-06-23,0.50764,1440657.0330741997
2021-06-24,0.50502,473950.9932339807
2021-06-25,0.44154,1678022.3052945689
2021-06-26,0.45659,1450879.0937007295
2021-06-27,0.46712,654723.0548543499
2021-06-28,0.47628,627737.5819431695
2021-06-29,0.48655,964432.3252649386
2021-06-30,0.49731,492648.5066455301
2021-07-01,0.45484,282377.6799916003
2021-07-02,0.50607,301817.3249969399
2021-07-03,0.56928,743221.0284208603
2021-07-04,0.61051,781829.2522263897
2021-07-05,0.61968,3759638.168361385
2021-07-06,0.59402,700056.8315264109
2021-07-07,0.59779,629271.5217054993
2021-07-08,0.55132,968734.1696601098
2021-07-09,0.58223,248692.66756357
2021-07-10,0.57719,463425.3449020697
2021-07-11,0.60146,589167.9112535
2021-07-12,0.56931,523495.8009149603
2021-07-13,0.53777,481477.38321943
2021-07-14,0.53824,438740.5158491
2021-07-15,0.501,418499.9060410701
2021-07-16,0.49158,322356.3491061799
2021-07-17,0.47351,97223.9593915
2021-07-18,0.46985,185411.1711136902
2021-07-19,0.42962,752668.1136642998
2021-07-20,0.41921,351073.1864417099
2021-07-21,0.47176,805148.0647991698
