pair,time,type,ordertype,price,cost,fee,vol
AAVEEUR,2024-04-13 23:36:47,sell,limit,92.400,90.552,0.22638000,0.98000000
MINAEUR,2024-04-14 09:56:26,sell,limit,0.74400000,90.768,0.22692000,122.000
XTZEUR,2024-04-15 05:58:56,sell,limit,1.000,93.000,0.23250000,93.000
SOLEUR,2024-04-15 06:15:05,sell,limit,144.000,93.600,0.23400000,0.65000000
FLOWEUR,2024-04-15 06:31:55,sell,limit,0.90000000,93.600,0.23400000,104.000
LINKEUR,2024-04-20 16:27:02,sell,limit,13.800,93.840,0.23460000,6.800
APTEUR,2024-04-20 17:31:18,sell,limit,9.500,90.250,0.22562500,9.500
ALGOEUR,2024-04-20 22:30:12,sell,limit,0.18000000,93.600,0.23400000,520.000
SCEUR,2024-04-21 02:21:06,sell,limit,0.00768000,92.160,0.23040000,12000.000
AVAXEUR,2024-04-22 06:08:32,sell,limit,36.600,91.500,0.22875000,2.500
EOSEUR,2024-04-22 18:34:20,sell,limit,0.80000000,89.600,0.22400000,112.000
MINAEUR,2024-04-24 04:50:48,sell,limit,0.90000000,93.600,0.23400000,104.000
ALGOEUR,2024-04-24 05:14:06,sell,limit,0.21600000,90.720,0.22680000,420.000
ALGOEUR,2024-04-30 08:54:43,buy,limit,0.17000000,80.070,0.20017500,471.000
MINAEUR,2024-04-30 12:11:28,buy,limit,0.72000000,32.800,0.08200000,45.556
MINAEUR,2024-04-30 12:11:30,buy,limit,0.72000000,10.080,0.02520000,14.000
MINAEUR,2024-04-30 12:11:31,buy,limit,0.72000000,27.680,0.06920000,38.444
MINAEUR,2024-04-30 12:11:31,buy,limit,0.72000000,10.080,0.02520000,14.000
BCHEUR,2024-04-30 12:12:30,buy,limit,403.000,80.600,0.20150000,0.20000000
SOLEUR,2024-04-30 16:18:26,buy,limit,115.000,80.500,0.20125000,0.70000000
XDGEUR,2024-05-01 07:07:33,buy,limit,0.12000000,80.040,0.20010000,667.000
SCEUR,2024-05-01 07:26:03,buy,limit,0.00610000,79.995,0.19998900,13114.000
AAVEEUR,2024-05-01 08:21:42,buy,limit,73.900,77.595,0.19399000,1.050
XDGEUR,2024-05-04 10:52:31,sell,limit,0.14400000,95.040,0.23760000,660.000
SOLEUR,2024-05-04 10:58:22,sell,limit,138.000,95.220,0.23805000,0.69000000
APTEUR,2024-05-13 02:27:16,buy,limit,7.600,79.800,0.19950000,10.500
XTZEUR,2024-05-13 04:15:30,buy,limit,0.80000000,80.000,0.20000000,100.000
SOLEUR,2024-05-20 16:19:20,sell,limit,165.600,94.392,0.23598000,0.57000000
UNIEUR,2024-05-20 20:36:49,sell,limit,8.280,93.564,0.23391000,11.300
AAVEEUR,2024-05-20 21:55:04,sell,limit,88.700,92.248,0.23062000,1.040
BCHEUR,2024-05-21 00:15:29,sell,limit,483.600,15.000,0.03750000,0.03101737
BCHEUR,2024-05-21 00:15:54,sell,limit,483.600,76.884,0.19221000,0.15898263
XETHZEUR,2024-05-21 11:25:40,sell,limit,3456.000,96.768,0.24192000,0.02800000
XETCZEUR,2024-05-23 11:53:29,sell,limit,30.500,94.550,0.23637500,3.100
UNIEUR,2024-05-25 02:30:40,sell,limit,9.940,94.430,0.23608000,9.500
SOLEUR,2024-05-26 17:56:59,buy,limit,149.000,67.050,0.16763000,0.45000000
LINKEUR,2024-05-27 16:01:11,sell,limit,16.600,94.620,0.23655000,5.700
UNIEUR,2024-06-02 10:13:20,buy,limit,8.940,65.262,0.16316000,7.300
XXMRZEUR,2024-06-03 05:56:41,sell,limit,142.500,92.625,0.23156250,0.65000000
UNIEUR,2024-06-04 18:25:04,sell,limit,10.730,80.475,0.20119000,7.500
UNIEUR,2024-06-06 19:46:54,buy,limit,9.660,67.620,0.16905000,7.000
LINKEUR,2024-06-07 18:04:34,buy,limit,14.940,67.230,0.16807500,4.500
XETCZEUR,2024-06-07 18:04:37,buy,limit,24.400,79.300,0.19825000,3.250
UNIEUR,2024-06-07 18:04:52,buy,limit,8.700,66.990,0.16748000,7.700
EOSEUR,2024-06-07 18:04:53,buy,limit,0.64000000,57.691,0.14422900,90.143
EOSEUR,2024-06-07 18:04:55,buy,limit,0.64000000,20.389,0.05097100,31.857
SNXEUR,2024-06-07 18:14:57,buy,limit,2.150,75.250,0.18813000,35.000
FLOWEUR,2024-06-07 18:15:23,buy,limit,0.72000000,80.640,0.20160000,112.000
SOLEUR,2024-06-14 15:47:03,buy,limit,134.000,67.000,0.16750000,0.50000000
ADAEUR,2024-06-14 16:08:22,buy,limit,0.38000000,80.180,0.20045000,211.000
BCHEUR,2024-06-14 16:08:31,buy,limit,387.000,76.417,0.19104200,0.19745910
BCHEUR,2024-06-14 16:08:32,buy,limit,387.000,4.853,0.01213300,0.01254090
UNIEUR,2024-06-15 13:19:52,sell,limit,10.440,101.268,0.25317000,9.700
SCEUR,2024-06-17 00:17:11,buy,limit,0.00480000,76.800,0.19200000,16000.000
MINAEUR,2024-06-17 06:54:14,buy,limit,0.58000000,80.040,0.20010000,138.000
BATEUR,2024-06-17 08:33:25,buy,limit,0.19000000,76.000,0.19000000,400.000
LINKEUR,2024-06-17 10:03:54,buy,limit,13.450,67.250,0.16812500,5.000
ALGOEUR,2024-06-17 10:08:12,buy,limit,0.13600000,78.880,0.19720000,580.000
ATOMEUR,2024-06-17 16:16:29,buy,limit,6.460,80.104,0.20026000,12.400
XDGEUR,2024-06-18 01:23:39,buy,limit,0.11500000,80.040,0.20010000,696.000
MATICEUR,2024-06-18 01:23:40,buy,limit,0.52000000,79.560,0.19890000,153.000
FLOWEUR,2024-06-18 01:23:43,buy,limit,0.57600000,80.064,0.20016000,139.000
UNIEUR,2024-06-18 01:41:59,buy,limit,9.400,67.680,0.16920000,7.200
SNXEUR,2024-06-18 01:42:03,buy,limit,1.720,79.980,0.19995000,46.500
DOTEUR,2024-06-18 01:42:09,buy,limit,5.300,79.500,0.19875000,15.000
EOSEUR,2024-06-18 01:43:22,buy,limit,0.51000000,73.950,0.18487500,145.000
AAVEEUR,2024-06-18 01:44:05,buy,limit,71.000,78.810,0.19703000,1.110
APTEUR,2024-06-18 01:44:06,buy,limit,6.080,80.256,0.20064000,13.200
XTZEUR,2024-06-18 01:45:26,buy,limit,0.64000000,0.23017000,0.00057500,0.35964012
XTZEUR,2024-06-18 01:45:26,buy,limit,0.64000000,76.570,0.19142500,119.640
XXMRZEUR,2024-06-21 00:59:15,sell,limit,171.000,92.340,0.23085000,0.54000000
XXMRZEUR,2024-06-21 14:10:41,buy,limit,153.000,67.320,0.16830000,0.44000000
AAVEEUR,2024-06-24 03:18:01,sell,limit,85.200,93.720,0.23430000,1.100
XETHZEUR,2024-06-24 09:30:38,buy,limit,3110.000,65.310,0.16328000,0.02100000
MINAEUR,2024-06-24 09:33:18,buy,limit,0.46400000,80.272,0.20068000,173.000
UNIEUR,2024-07-04 01:56:59,buy,limit,7.520,80.464,0.20116000,10.700
XETCZEUR,2024-07-04 23:22:41,buy,limit,19.500,41.006,0.10251553,2.103
XETCZEUR,2024-07-04 23:27:41,buy,limit,19.500,38.944,0.09735947,1.997
BCHEUR,2024-07-04 23:36:55,buy,limit,309.600,80.496,0.20124000,0.26000000
XXRPZEUR,2024-07-04 23:41:53,buy,limit,0.40000000,80.000,0.20000000,200.000
BATEUR,2024-07-05 00:37:04,buy,limit,0.15000000,75.000,0.18750000,500.000
ATOMEUR,2024-07-05 01:35:16,buy,limit,5.170,80.135,0.20033800,15.500
XDGEUR,2024-07-05 02:47:03,buy,limit,0.09200000,80.040,0.20010000,870.000
XETHZEUR,2024-07-05 02:54:24,buy,limit,2800.000,67.200,0.16800000,0.02400000
FLOWEUR,2024-07-05 02:57:42,buy,limit,0.46000000,54.280,0.13570000,118.000
FLOWEUR,2024-07-05 02:57:44,buy,limit,0.46000000,21.620,0.05405000,47.000
LINKEUR,2024-07-05 02:58:32,buy,limit,10.760,80.700,0.20175000,7.500
AAVEEUR,2024-07-05 02:59:18,buy,limit,68.000,74.800,0.18700000,1.100
APTEUR,2024-07-05 02:59:27,buy,limit,4.860,75.330,0.18832500,15.500
XXMRZEUR,2024-07-05 02:59:31,buy,limit,137.000,0.70219487,0.00175549,0.00512551
XXMRZEUR,2024-07-05 02:59:31,buy,limit,137.000,66.428,0.16606951,0.48487449
ALGOEUR,2024-07-05 02:59:48,buy,limit,0.10900000,79.897,0.19974300,733.000
MINAEUR,2024-07-05 03:01:44,buy,limit,0.37000000,14.519,0.03630000,39.240
XXBTZEUR,2024-07-05 03:01:47,buy,limit,50738.000,65.959,0.16490000,0.00130000
MINAEUR,2024-07-05 03:01:48,buy,limit,0.37000000,65.771,0.16443000,177.760
ADAEUR,2024-07-05 03:01:49,buy,limit,0.30000000,79.800,0.19950000,266.000
MINAEUR,2024-07-06 16:38:18,sell,limit,0.44400000,88.800,0.22200000,200.000
ALGOEUR,2024-07-09 17:36:17,sell,limit,0.13000000,94.900,0.23725000,730.000
AAVEEUR,2024-07-10 16:11:52,sell,limit,81.600,89.760,0.22440000,1.100
ADAEUR,2024-07-11 00:23:10,sell,limit,0.36000000,93.600,0.23400000,260.000
APTEUR,2024-07-11 12:33:15,sell,limit,5.830,90.365,0.22591250,15.500
XXRPZEUR,2024-07-13 15:04:31,sell,limit,0.48000000,94.560,0.23640000,197.000
XDGEUR,2024-07-15 16:29:33,sell,limit,0.11000000,96.800,0.24200000,880.000
LINKEUR,2024-07-15 18:42:07,sell,limit,12.900,94.170,0.23542500,7.300
FLOWEUR,2024-07-15 18:54:17,sell,limit,0.55200000,89.976,0.22494000,163.000
BATEUR,2024-07-15 23:50:40,sell,limit,0.18000000,94.860,0.23715000,527.000
BCHEUR,2024-07-16 00:09:23,sell,limit,371.500,92.875,0.23218800,0.25000000
ATOMEUR,2024-07-17 06:42:58,sell,limit,6.200,93.000,0.23250000,15.000
XXRPZEUR,2024-07-17 13:06:28,sell,limit,0.57600000,94.464,0.23616000,164.000
XXRPZEUR,2024-07-18 08:22:45,buy,limit,0.52000000,67.080,0.16770000,129.000
XXBTZEUR,2024-07-19 16:02:59,sell,limit,60885.000,97.416,0.24354000,0.00160000
SOLEUR,2024-07-21 15:32:01,sell,limit,161.000,96.600,0.24150000,0.60000000
MINAEUR,2024-07-22 00:26:48,sell,limit,0.53300000,90.610,0.22653000,170.000
APTEUR,2024-07-22 00:51:13,sell,limit,7.000,92.400,0.23100000,13.200
MINAEUR,2024-07-23 21:31:08,buy,limit,0.48000000,67.200,0.16800000,140.000
AAVEEUR,2024-07-29 22:16:03,sell,limit,97.920,92.045,0.23011000,0.94000000
MINAEUR,2024-08-01 16:02:12,buy,limit,0.43000000,66.650,0.16663000,155.000
ATOMEUR,2024-08-02 14:36:52,buy,limit,4.960,80.352,0.20088000,16.200
APTEUR,2024-08-02 14:50:33,buy,limit,5.600,80.080,0.20020000,14.300
UNIEUR,2024-08-02 21:32:58,buy,limit,6.000,80.400,0.20100000,13.400
SOLEUR,2024-08-03 18:32:48,buy,limit,129.000,79.980,0.19995000,0.62000000
LINKEUR,2024-08-04 14:39:04,buy,limit,10.300,80.031,0.20007800,7.770
XXBTZEUR,2024-08-04 14:52:22,buy,limit,54796.000,65.755,0.16439000,0.00120000
BATEUR,2024-08-04 15:38:19,buy,limit,0.14400000,80.064,0.20016000,556.000
XXRPZEUR,2024-08-05 00:38:25,buy,limit,0.46800000,67.392,0.16848000,144.000
BCHEUR,2024-08-05 00:55:05,buy,limit,297.000,80.190,0.20047500,0.27000000
ALGOEUR,2024-08-05 01:05:25,buy,limit,0.10000000,80.000,0.20000000,800.000
XDGEUR,2024-08-05 01:06:32,buy,limit,0.08800000,80.080,0.20020000,910.000
XETHZEUR,2024-08-05 01:07:23,buy,limit,2240.000,80.640,0.20160000,0.03600000
ADAEUR,2024-08-05 01:08:22,buy,limit,0.29000000,80.040,0.20010000,276.000
FLOWEUR,2024-08-05 01:08:30,buy,limit,0.44000000,80.080,0.20020000,182.000
APTEUR,2024-08-05 01:08:32,buy,limit,4.480,76.160,0.19040000,17.000
XETCZEUR,2024-08-05 01:08:36,buy,limit,15.600,80.340,0.20085000,5.150
UNIEUR,2024-08-05 01:10:36,buy,limit,4.800,80.160,0.20040000,16.700
AAVEEUR,2024-08-05 01:10:38,buy,limit,78.300,14.094,0.03524000,0.18000000
AAVEEUR,2024-08-05 01:10:38,buy,limit,78.300,66.555,0.16639000,0.85000000
XXBTZEUR,2024-08-05 01:10:41,buy,limit,49316.000,67.070,0.16767000,0.00136000
ATOMEUR,2024-08-05 01:10:56,buy,limit,3.970,80.194,0.20048500,20.200
LINKEUR,2024-08-05 05:10:48,buy,limit,8.240,79.928,0.19982000,9.700
XTZEUR,2024-08-05 06:24:13,buy,limit,0.51000000,79.050,0.19762500,155.000
SOLEUR,2024-08-05 06:24:25,buy,limit,103.200,80.496,0.20124000,0.78000000
SOLEUR,2024-08-05 16:25:07,sell,limit,123.800,95.326,0.23832000,0.77000000
AAVEEUR,2024-08-06 00:33:28,sell,limit,94.000,94.000,0.23500000,1.000
XTZEUR,2024-08-07 09:21:04,sell,limit,0.61200000,36.720,0.09180000,60.000
XTZEUR,2024-08-07 09:21:16,sell,limit,0.61200000,56.916,0.14229000,93.000
XXRPZEUR,2024-08-07 20:25:26,sell,limit,0.56200000,94.978,0.23744500,169.000
SOLEUR,2024-08-08 16:02:50,sell,limit,148.500,71.282,0.17821000,0.48001370
SOLEUR,2024-08-08 16:02:50,sell,limit,148.500,23.758,0.05939000,0.15998630
UNIEUR,2024-08-08 22:57:26,sell,limit,5.760,22.617,0.05654000,3.927
UNIEUR,2024-08-08 22:57:26,sell,limit,5.760,51.840,0.12960000,9.000
UNIEUR,2024-08-08 22:57:26,sell,limit,5.760,20.583,0.05146000,3.573
LINKEUR,2024-08-08 23:00:36,sell,limit,9.900,95.040,0.23760000,9.600
APTEUR,2024-08-09 08:44:34,sell,limit,5.380,91.460,0.22865000,17.000
ATOMEUR,2024-08-10 15:29:15,sell,limit,4.760,93.772,0.23443000,19.700
SOLEUR,2024-08-11 20:08:18,buy,limit,133.000,66.500,0.16625000,0.50000000
AAVEEUR,2024-08-20 03:46:39,sell,limit,113.000,94.920,0.23730000,0.84000000
TRXEUR,2024-08-20 07:19:06,sell,limit,0.13200000,79.068,0.19767000,599.000
ALGOEUR,2024-08-21 17:21:22,sell,limit,0.12000000,94.800,0.23700000,790.000
ADAEUR,2024-08-23 00:11:01,sell,limit,0.34000000,94.860,0.23715000,279.000
FLOWEUR,2024-08-23 05:20:06,sell,limit,0.53000000,93.810,0.23453000,177.000
APTEUR,2024-08-24 10:27:23,sell,limit,6.450,93.525,0.23381250,14.500
XETCZEUR,2024-08-24 16:38:43,sell,limit,18.700,50.000,0.12500015,2.674
XETCZEUR,2024-08-24 16:39:16,sell,limit,18.700,44.996,0.11248985,2.406
SOLEUR,2024-09-01 05:40:10,buy,limit,119.000,67.830,0.16958000,0.57000000
AAVEEUR,2024-09-03 14:07:04,buy,limit,101.000,67.670,0.16918000,0.67000000
ATOMEUR,2024-09-03 18:59:15,buy,limit,3.800,80.180,0.20045000,21.100
AAVEEUR,2024-09-04 08:20:58,sell,limit,121.200,72.720,0.18180000,0.60000000
APTEUR,2024-09-05 15:25:09,buy,limit,5.160,67.080,0.16770000,13.000
AAVEEUR,2024-09-06 20:34:41,buy,limit,109.000,66.490,0.16623000,0.61000000
AAVEEUR,2024-09-10 16:54:48,sell,limit,131.000,78.600,0.19650000,0.60000000
APTEUR,2024-09-19 16:19:36,sell,limit,6.200,79.980,0.19995000,12.900
APTEUR,2024-09-21 14:05:59,sell,limit,7.440,62.229,0.15557280,8.364
APTEUR,2024-09-21 14:05:59,sell,limit,7.440,19.611,0.04902720,2.636
BATEUR,2024-09-21 23:09:03,sell,limit,0.17300000,94.977,0.23744300,549.000
AAVEEUR,2024-09-23 03:10:54,sell,limit,157.500,80.325,0.20081000,0.51000000
XDGEUR,2024-09-26 16:07:05,sell,limit,0.10500000,95.550,0.23887500,910.000
ATOMEUR,2024-09-27 05:22:23,sell,limit,4.560,19.854,0.04963500,4.354
ATOMEUR,2024-09-27 05:22:24,sell,limit,4.560,66.090,0.16522600,14.493
ATOMEUR,2024-09-27 05:22:24,sell,limit,4.560,7.080,0.01769900,1.553
SOLEUR,2024-09-27 08:33:14,sell,limit,142.800,95.676,0.23919000,0.67000000
XXBTZEUR,2024-09-27 09:20:43,sell,limit,59179.000,93.701,0.23425000,0.00158335
XXBTZEUR,2024-09-27 09:20:43,sell,limit,59179.000,0.98533000,0.00246000,0.00001665
UNIEUR,2024-09-28 02:33:38,sell,limit,7.000,94.500,0.23625000,13.500
MINAEUR,2024-09-29 17:31:38,sell,limit,0.52000000,56.366,0.14091000,108.396
MINAEUR,2024-09-29 17:36:01,sell,limit,0.52000000,24.234,0.06059000,46.604
AAVEEUR,2024-09-30 02:59:37,buy,limit,141.700,68.016,0.17004000,0.48000000
UNIEUR,2024-10-01 17:10:56,buy,limit,6.300,65.520,0.16380000,10.400
MINAEUR,2024-10-01 17:10:58,buy,limit,0.47000000,65.800,0.16450000,140.000
APTEUR,2024-10-01 17:20:24,buy,limit,6.700,67.000,0.16750000,10.000
AAVEEUR,2024-10-02 12:52:52,buy,limit,127.500,67.575,0.16894000,0.53000000
APTEUR,2024-10-04 08:32:33,sell,limit,8.000,93.600,0.23400000,11.700
UNIEUR,2024-10-10 15:53:41,sell,limit,7.560,94.500,0.23625000,12.500
XXMRZEUR,2024-10-10 17:02:59,sell,limit,141.000,101.424,0.25356105,0.71932214
XXMRZEUR,2024-10-10 17:03:00,sell,limit,141.000,5.204,0.01301112,0.03691097
XXMRZEUR,2024-10-10 17:03:00,sell,limit,141.000,5.241,0.01310204,0.03716891
XXMRZEUR,2024-10-10 17:03:00,sell,limit,141.000,5.278,0.01319434,0.03743074
XXMRZEUR,2024-10-10 17:03:00,sell,limit,141.000,5.315,0.01328804,0.03769657
XXMRZEUR,2024-10-10 17:03:00,sell,limit,141.000,107.229,0.26807273,0.76049000
XXMRZEUR,2024-10-10 17:03:00,sell,limit,141.000,5.359,0.01339787,0.03800814
XXMRZEUR,2024-10-10 17:03:01,sell,limit,141.000,5.169,0.01292153,0.03665682
XXMRZEUR,2024-10-10 17:03:02,sell,limit,141.000,35.238,0.08809401,0.24991208
XXMRZEUR,2024-10-10 17:03:02,sell,limit,141.000,5.133,0.01283228,0.03640363
APTEUR,2024-10-10 17:55:09,buy,limit,7.200,67.680,0.16920000,9.400
APTEUR,2024-10-12 16:12:31,sell,limit,8.640,79.488,0.19872000,9.200
XDGEUR,2024-10-18 15:30:58,sell,limit,0.12600000,94.878,0.23719500,753.000
MINAEUR,2024-10-20 12:47:31,sell,limit,0.56000000,79.520,0.19880000,142.000
MINAEUR,2024-10-25 07:29:17,buy,limit,0.50000000,67.000,0.16750000,134.000
TIAEUR,2024-10-28 15:31:32,buy,limit,4.500,76.500,0.19125000,17.000
XDGEUR,2024-10-29 00:15:48,sell,limit,0.15100000,94.979,0.23744750,629.000
BCHEUR,2024-10-29 04:22:59,sell,limit,356.000,92.560,0.23140000,0.26000000
APTEUR,2024-11-03 02:30:07,buy,limit,7.760,68.288,0.17072000,8.800
MINAEUR,2024-11-03 02:30:11,buy,limit,0.45000000,67.050,0.16763000,149.000
ATOMEUR,2024-11-03 03:04:23,buy,limit,3.650,80.300,0.20075000,22.000
BATEUR,2024-11-03 13:20:42,buy,limit,0.13800000,79.902,0.19975500,579.000
XDGEUR,2024-11-03 13:33:43,buy,limit,0.13600000,67.048,0.16762000,493.000
TIAEUR,2024-11-03 14:51:19,buy,limit,4.000,66.800,0.16700000,16.700
XDGEUR,2024-11-05 14:49:58,sell,limit,0.16300000,79.870,0.19967500,490.000
SOLEUR,2024-11-06 03:44:56,sell,limit,171.360,95.962,0.23990000,0.56000000
TIAEUR,2024-11-06 05:19:01,sell,limit,4.800,79.680,0.19920000,16.600
TIAEUR,2024-11-06 07:58:32,buy,limit,4.300,67.080,0.16770000,15.600
AAVEEUR,2024-11-06 14:33:38,sell,limit,153.000,94.860,0.23715000,0.62000000
XXBTZEUR,2024-11-06 20:55:49,sell,limit,71014.000,95.159,0.23790000,0.00134000
BATEUR,2024-11-07 00:01:25,sell,limit,0.16500000,94.875,0.23718800,575.000
XETHZEUR,2024-11-07 20:22:24,sell,limit,2688.000,94.080,0.23520000,0.03500000
APTEUR,2024-11-08 00:51:38,sell,limit,9.300,79.980,0.19995000,8.600
LINKEUR,2024-11-08 06:15:55,sell,limit,11.900,94.010,0.23502500,7.900
ADAEUR,2024-11-08 06:37:06,sell,limit,0.41000000,94.710,0.23677500,231.000
ATOMEUR,2024-11-08 23:57:44,sell,limit,4.400,94.600,0.23650000,21.500
XDGEUR,2024-11-09 07:53:44,sell,limit,0.19560000,50.269,0.12567300,257.000
TIAEUR,2024-11-09 11:14:45,sell,limit,5.160,79.980,0.19995000,15.500
AAVEEUR,2024-11-09 22:48:35,sell,limit,183.600,95.472,0.23868000,0.52000000
ADAEUR,2024-11-10 02:15:36,sell,limit,0.49000000,95.060,0.23765000,194.000
MINAEUR,2024-11-10 04:54:47,sell,limit,0.54000000,94.500,0.23625000,175.000
XETCZEUR,2024-11-10 19:05:25,sell,limit,22.440,92.004,0.23001000,4.100
APTEUR,2024-11-11 13:50:20,sell,limit,11.160,94.860,0.23715000,8.500
SOLEUR,2024-11-11 14:33:47,sell,limit,206.000,94.760,0.23690000,0.46000000
ALGOEUR,2024-11-11 19:03:23,sell,limit,0.14400000,14.400,0.03600000,100.000
ALGOEUR,2024-11-11 20:42:38,sell,limit,0.14400000,24.532,0.06133100,170.363
ALGOEUR,2024-11-11 20:44:57,sell,limit,0.14400000,53.948,0.13486900,374.637
BCHEUR,2024-11-11 22:55:55,sell,limit,427.000,93.940,0.23485000,0.22000000
UNIEUR,2024-11-12 02:29:19,sell,limit,9.070,95.054,0.23763000,10.480
ATOMEUR,2024-11-12 07:53:09,sell,limit,5.280,93.984,0.23496000,17.800
ADAEUR,2024-11-12 08:06:08,sell,limit,0.59000000,26.340,0.06584900,44.643
ADAEUR,2024-11-12 08:06:08,sell,limit,0.59000000,68.650,0.17162600,116.357
TRXEUR,2024-11-12 08:15:03,sell,limit,0.15800000,81.666,0.20416450,516.872
TRXEUR,2024-11-12 08:19:02,sell,limit,0.15800000,10.942,0.02735550,69.255
TRXEUR,2024-11-12 08:20:05,sell,limit,0.15800000,2.192,0.00547990,13.873
LINKEUR,2024-11-12 09:05:41,sell,limit,14.280,95.676,0.23919000,6.700
AAVEEUR,2024-11-12 10:42:22,buy,limit,165.000,67.650,0.16913000,0.41000000
UNIEUR,2024-11-12 10:50:42,buy,limit,8.160,66.912,0.16728000,8.200
ADAEUR,2024-11-12 12:50:14,buy,limit,0.53000000,68.900,0.17225000,130.000
XXRPZEUR,2024-11-12 20:11:03,sell,limit,0.67400000,94.360,0.23590000,140.000
LINKEUR,2024-11-13 02:25:18,buy,limit,12.800,68.224,0.17056000,5.330
ATOMEUR,2024-11-13 02:36:46,buy,limit,4.750,66.500,0.16625000,14.000
BCHEUR,2024-11-13 04:49:41,buy,limit,384.000,69.120,0.17280000,0.18000000
XXBTZEUR,2024-11-13 14:33:14,sell,limit,85217.000,95.443,0.23861000,0.00112000
XDGEUR,2024-11-13 14:59:45,sell,limit,0.40000000,50.000,0.12500000,125.000
XDGEUR,2024-11-13 19:20:13,buy,limit,0.36000000,66.960,0.16740000,186.000
TIAEUR,2024-11-13 20:02:38,buy,limit,4.600,69.000,0.17250000,15.000
AAVEEUR,2024-11-14 23:40:55,buy,limit,148.000,68.080,0.17020000,0.46000000
XXRPZEUR,2024-11-15 12:40:08,sell,limit,0.81000000,95.580,0.23895000,118.000
ADAEUR,2024-11-15 13:08:46,sell,limit,0.63600000,39.991,0.09997700,62.879
ADAEUR,2024-11-15 13:08:53,sell,limit,0.63600000,40.145,0.10036300,63.121
ALGOEUR,2024-11-15 16:12:40,sell,limit,0.17300000,91.690,0.22922500,530.000
ALGOEUR,2024-11-16 09:15:46,sell,limit,0.20700000,91.908,0.22977000,444.000
EOSEUR,2024-11-16 09:30:24,sell,limit,0.61200000,88.740,0.22185000,145.000
XXRPZEUR,2024-11-16 09:31:59,sell,limit,0.97200000,94.284,0.23571000,97.000
XTZEUR,2024-11-16 10:17:14,sell,limit,0.73400000,44.040,0.11010000,60.000
XTZEUR,2024-11-16 10:18:05,sell,limit,0.73400000,48.444,0.12111000,66.000
ALGOEUR,2024-11-16 11:36:46,buy,limit,0.18600000,68.820,0.17205000,370.000
FLOWEUR,2024-11-16 13:07:05,sell,limit,0.63600000,21.764,0.05441000,34.220
FLOWEUR,2024-11-16 13:07:05,sell,limit,0.63600000,50.600,0.12650000,79.560
FLOWEUR,2024-11-16 13:07:05,sell,limit,0.63600000,21.764,0.05441000,34.220
XXLMZEUR,2024-11-16 14:52:22,sell,limit,0.18000000,66.683,0.16670646,370.459
XXLMZEUR,2024-11-16 14:52:22,sell,limit,0.18000000,8.377,0.02094354,46.541
BATEUR,2024-11-16 14:57:58,sell,limit,0.19800000,94.842,0.23710500,479.000
XXRPZEUR,2024-11-16 15:02:28,sell,limit,1.160,92.800,0.23200000,80.000
ADAEUR,2024-11-16 15:05:13,sell,limit,0.76300000,90.797,0.22699300,119.000
XETCZEUR,2024-11-16 19:08:20,sell,limit,26.930,92.908,0.23227125,3.450
MINAEUR,2024-11-16 20:17:06,sell,limit,0.65000000,94.900,0.23725000,146.000
XXLMZEUR,2024-11-16 21:37:09,sell,limit,0.21600000,93.960,0.23490000,435.000
ATOMEUR,2024-11-16 21:56:33,sell,limit,5.700,79.800,0.19950000,14.000
BCHEUR,2024-11-17 00:43:39,sell,limit,461.000,78.370,0.19592500,0.17000000
ADAEUR,2024-11-17 01:49:13,buy,limit,0.68600000,68.600,0.17150000,100.000
XXLMZEUR,2024-11-17 02:02:56,buy,limit,0.19000000,67.450,0.16862500,355.000
BCHEUR,2024-11-17 12:15:21,buy,limit,414.000,27.562,0.06890400,0.06657424
BCHEUR,2024-11-17 12:15:21,buy,limit,414.000,38.678,0.09669600,0.09342576
XETCZEUR,2024-11-17 18:25:45,buy,limit,24.230,67.844,0.16961000,2.800
XXLMZEUR,2024-11-18 07:26:27,sell,limit,0.23000000,80.500,0.20125000,350.000
XTZEUR,2024-11-18 15:04:32,sell,limit,0.88000000,72.010,0.18002600,81.830
XTZEUR,2024-11-18 15:04:32,sell,limit,0.88000000,20.390,0.05097400,23.170
XTZEUR,2024-11-18 16:42:54,sell,limit,1.060,27.560,0.06890000,26.000
XTZEUR,2024-11-18 16:42:54,sell,limit,1.060,63.600,0.15900000,60.000
SCEUR,2024-11-19 05:21:13,sell,limit,0.00576000,57.448,0.14362100,9973.659
SCEUR,2024-11-19 05:21:21,sell,limit,0.00576000,0.15172400,0.00037900,26.341
SCEUR,2024-11-19 05:21:21,sell,limit,0.00576000,34.560,0.08640000,6000.000
ALGOEUR,2024-11-19 16:32:34,sell,limit,0.22300000,80.280,0.20070000,360.000
XTZEUR,2024-11-20 02:58:06,buy,limit,0.95000000,31.199,0.07799700,32.841
XTZEUR,2024-11-20 02:58:06,buy,limit,0.95000000,37.201,0.09300300,39.159
ALGOEUR,2024-11-20 18:01:18,buy,limit,0.20000000,69.000,0.17250000,345.000
BCHEUR,2024-11-21 06:25:48,sell,limit,497.000,20.066,0.05016500,0.04037414
BCHEUR,2024-11-21 06:25:50,sell,limit,497.000,74.364,0.18591000,0.14962586
XETHZEUR,2024-11-21 19:03:57,sell,limit,3225.000,95.138,0.23784000,0.02950000
ADAEUR,2024-11-22 01:43:06,sell,limit,0.82000000,80.360,0.20090000,98.000
