pair,time,type,ordertype,price,cost,fee,vol
XXLMZEUR,2024-11-22 02:14:03,sell,limit,0.27600000,91.908,0.22977000,333.000
SOLEUR,2024-11-22 02:30:39,sell,limit,247.200,93.936,0.23484000,0.38000000
TIAEUR,2024-11-22 05:43:42,sell,limit,5.520,80.040,0.20010000,14.500
XXRPZEUR,2024-11-22 11:45:18,sell,limit,1.400,91.000,0.22750000,65.000
ATOMEUR,2024-11-22 12:59:14,sell,limit,6.840,94.392,0.23598000,13.800
XXLMZEUR,2024-11-22 20:43:32,sell,limit,0.33100000,94.997,0.23749250,287.000
ALGOEUR,2024-11-22 20:57:56,sell,limit,0.24000000,2.965,0.00741100,12.352
ALGOEUR,2024-11-22 20:57:57,sell,limit,0.24000000,19.560,0.04890000,81.501
ALGOEUR,2024-11-22 20:57:58,sell,limit,0.24000000,19.006,0.04751500,79.192
ALGOEUR,2024-11-22 20:59:30,sell,limit,0.24000000,38.869,0.09717300,161.956
ADAEUR,2024-11-22 22:20:44,sell,limit,0.99000000,94.050,0.23512500,95.000
LINKEUR,2024-11-22 23:15:10,sell,limit,15.360,63.744,0.15936000,4.150
LINKEUR,2024-11-22 23:15:10,sell,limit,15.360,17.664,0.04416000,1.150
DOTEUR,2024-11-22 23:34:55,sell,limit,6.360,92.220,0.23055000,14.500
EOSEUR,2024-11-23 00:08:38,sell,limit,0.73000000,90.520,0.22630000,124.000
XTZEUR,2024-11-23 02:02:20,sell,limit,1.140,80.370,0.20092500,70.500
XETCZEUR,2024-11-23 02:05:01,sell,limit,29.000,92.800,0.23200000,3.200
UNIEUR,2024-11-23 02:06:27,sell,limit,9.800,84.280,0.21070000,8.600
FLOWEUR,2024-11-23 03:51:11,sell,limit,0.76300000,93.086,0.23272000,122.000
XDGEUR,2024-11-23 04:05:27,sell,limit,0.43000000,79.980,0.19995000,186.000
XXLMZEUR,2024-11-23 09:00:24,sell,limit,0.43400000,94.612,0.23653000,218.000
BATEUR,2024-11-23 11:21:24,sell,limit,0.23700000,78.565,0.19641100,331.496
BATEUR,2024-11-23 11:21:24,sell,limit,0.23700000,13.865,0.03466400,58.504
DOTEUR,2024-11-23 11:52:55,sell,limit,7.630,90.034,0.22509000,11.800
ATOMEUR,2024-11-23 15:21:01,sell,limit,8.210,42.225,0.10556300,5.143
ATOMEUR,2024-11-23 15:21:04,sell,limit,8.210,41.909,0.10477200,5.105
ATOMEUR,2024-11-23 15:21:04,sell,limit,8.210,6.176,0.01543900,0.75222560
TIAEUR,2024-11-23 16:12:09,sell,limit,6.620,59.580,0.14895000,9.000
SNXEUR,2024-11-23 18:47:04,sell,limit,2.000,93.000,0.23250000,46.500
DOTEUR,2024-11-24 00:21:46,sell,limit,9.150,92.415,0.23104000,10.100
XXLMZEUR,2024-11-24 02:14:40,sell,limit,0.52000000,94.640,0.23660000,182.000
ALGOEUR,2024-11-24 03:45:52,sell,limit,0.30000000,45.000,0.11250000,150.000
FLOWEUR,2024-11-24 03:56:46,sell,limit,0.91500000,94.245,0.23561000,103.000
XTZEUR,2024-11-24 05:21:52,sell,limit,1.370,68.000,0.17000000,49.635
EOSEUR,2024-11-24 09:56:13,sell,limit,0.87600000,91.980,0.22995000,105.000
DOTEUR,2024-11-24 11:05:56,buy,limit,8.230,68.309,0.17077000,8.300
XDGEUR,2024-11-24 12:36:10,buy,limit,0.39000000,67.860,0.16965000,174.000
ALGOEUR,2024-11-24 12:36:27,buy,limit,0.27000000,67.770,0.16942500,251.000
XXRPZEUR,2024-11-24 12:42:32,buy,limit,1.260,68.040,0.17010000,54.000
ADAEUR,2024-11-24 12:44:13,buy,limit,0.90000000,68.400,0.17100000,76.000
XXLMZEUR,2024-11-24 14:26:24,buy,limit,0.47000000,68.150,0.17037500,145.000
XTZEUR,2024-11-24 14:32:09,buy,limit,1.230,67.650,0.13530000,55.000
FLOWEUR,2024-11-24 15:25:39,buy,limit,0.82000000,68.060,0.13612000,83.000
XETCZEUR,2024-11-24 16:00:47,buy,limit,26.000,67.600,0.13520000,2.600
XXLMZEUR,2024-11-24 22:08:58,sell,limit,0.56000000,84.000,0.16800000,150.000
BATEUR,2024-11-25 00:00:12,sell,limit,0.29000000,50.750,0.10150000,175.000
EOSEUR,2024-11-25 01:04:37,buy,limit,0.78000000,59.280,0.11856000,76.000
AVAXEUR,2024-11-25 08:41:53,sell,limit,43.900,92.190,0.18438000,2.100
XXLMZEUR,2024-11-25 11:15:48,buy,limit,0.49700000,68.089,0.13617800,137.000
BATEUR,2024-11-25 15:00:06,buy,limit,0.26000000,68.120,0.13624000,262.000
AAVEEUR,2024-11-25 15:55:25,sell,limit,177.600,95.904,0.19181000,0.54000000
UNIEUR,2024-11-25 16:03:34,sell,limit,11.760,94.080,0.18816000,8.000
SOLEUR,2024-11-25 22:30:40,buy,limit,222.000,66.600,0.13320000,0.30000000
UNIEUR,2024-11-26 00:02:21,buy,limit,10.580,67.712,0.13542000,6.400
MINAEUR,2024-11-26 05:56:14,sell,limit,0.78000000,94.380,0.18876000,121.000
SCEUR,2024-11-26 05:57:58,sell,limit,0.00690000,94.999,0.18999800,13768.000
XXLMZEUR,2024-11-26 07:13:37,buy,limit,0.45000000,68.850,0.13770000,153.000
AVAXEUR,2024-11-26 08:14:22,buy,limit,39.000,68.250,0.13650000,1.750
ATOMEUR,2024-11-26 08:34:53,buy,limit,7.400,67.340,0.13468000,9.100
MINAEUR,2024-11-26 10:44:25,buy,limit,0.70000000,67.900,0.13580000,97.000
DOTEUR,2024-11-26 10:57:40,buy,limit,7.400,69.560,0.13912000,9.400
AAVEEUR,2024-11-26 10:59:14,buy,limit,160.000,68.800,0.13760000,0.43000000
XTZEUR,2024-11-26 11:28:45,buy,limit,1.100,68.200,0.13640000,62.000
XDGEUR,2024-11-26 11:31:18,buy,limit,0.35000000,70.000,0.14000000,200.000
ALGOEUR,2024-11-26 11:34:10,buy,limit,0.24000000,67.920,0.13584000,283.000
ALGOEUR,2024-11-27 00:19:43,sell,limit,0.29000000,94.250,0.18850000,325.000
SNXEUR,2024-11-27 15:07:25,sell,limit,2.400,31.508,0.06302000,13.128
SNXEUR,2024-11-27 15:07:33,sell,limit,2.400,41.335,0.08267000,17.223
SNXEUR,2024-11-27 15:07:34,sell,limit,2.400,20.757,0.04151000,8.649
AAVEEUR,2024-11-27 15:35:48,sell,limit,195.000,91.650,0.18330000,0.47000000
UNIEUR,2024-11-27 20:02:00,sell,limit,12.700,95.250,0.19050000,7.500
XETCZEUR,2024-11-27 23:01:29,sell,limit,31.000,86.800,0.17360000,2.800
SNXEUR,2024-11-28 10:53:51,buy,limit,2.160,68.040,0.13608000,31.500
XXRPZEUR,2024-11-29 06:41:44,sell,limit,1.510,78.520,0.15704000,52.000
ALGOEUR,2024-11-29 10:52:05,sell,limit,0.35000000,84.700,0.16940000,242.000
BATEUR,2024-11-29 21:58:55,sell,limit,0.31000000,81.220,0.16244000,262.000
XTZEUR,2024-11-30 00:17:42,sell,limit,1.320,92.400,0.18480000,70.000
EOSEUR,2024-11-30 01:38:10,sell,limit,0.94000000,80.840,0.16168000,86.000
ADAEUR,2024-11-30 07:43:56,sell,limit,1.080,81.000,0.16200000,75.000
ALGOEUR,2024-11-30 11:54:06,sell,limit,0.43000000,68.800,0.13760000,160.000
XTZEUR,2024-11-30 20:03:18,sell,limit,1.580,94.800,0.18960000,60.000
FLOWEUR,2024-12-01 13:36:28,sell,limit,0.98000000,94.080,0.18816000,96.000
MINAEUR,2024-12-01 18:34:38,sell,limit,0.84000000,89.880,0.17976000,107.000
XDGEUR,2024-12-01 21:46:36,sell,limit,0.42000000,94.920,0.18984000,226.000
XXLMZEUR,2024-12-01 23:54:58,sell,limit,0.54000000,94.500,0.18900000,175.000
DOTEUR,2024-12-02 01:11:53,sell,limit,8.880,88.800,0.17760000,10.000
ATOMEUR,2024-12-02 01:43:14,sell,limit,8.880,80.808,0.16161600,9.100
LINKEUR,2024-12-02 02:04:15,sell,limit,18.430,10.007,0.02001500,0.54298926
LINKEUR,2024-12-02 02:04:42,sell,limit,18.430,85.829,0.17165700,4.657
XXLMZEUR,2024-12-02 08:40:22,buy,limit,0.48600000,67.554,0.13510800,139.000
MINAEUR,2024-12-02 08:40:47,buy,limit,0.75600000,68.796,0.13759000,91.000
ATOMEUR,2024-12-02 10:46:49,buy,limit,8.000,68.800,0.13760000,8.600
BATEUR,2024-12-02 10:46:49,buy,limit,0.28000000,67.760,0.13552000,242.000
AVAXEUR,2024-12-02 13:45:54,sell,limit,46.800,80.028,0.16006000,1.710
EOSEUR,2024-12-02 15:09:46,sell,limit,1.130,0.00400100,0.00000800,0.00354031
EOSEUR,2024-12-02 15:09:46,sell,limit,1.130,67.796,0.13559200,59.996
LINKEUR,2024-12-02 18:27:13,sell,limit,22.200,95.460,0.19092000,4.300
XLTCZEUR,2024-12-02 19:43:17,sell,limit,123.000,73.800,0.14760000,0.60000000
SNXEUR,2024-12-02 22:59:36,sell,limit,2.600,93.600,0.18720000,36.000
MATICEUR,2024-12-02 23:59:16,sell,limit,0.62400000,94.848,0.18969600,152.000
APTEUR,2024-12-03 00:35:23,sell,limit,13.400,93.800,0.18760000,7.000
XDGEUR,2024-12-03 13:54:33,buy,limit,0.38000000,68.780,0.13756000,181.000
EOSEUR,2024-12-03 14:34:14,buy,limit,1.020,68.340,0.13668000,67.000
AAVEEUR,2024-12-03 15:13:51,sell,limit,234.000,93.600,0.18720000,0.40000000
TRXEUR,2024-12-03 22:09:30,sell,limit,0.30000000,50.100,0.10020000,167.000
EOSEUR,2024-12-03 23:49:36,sell,limit,1.220,80.520,0.16104000,66.000
ATOMEUR,2024-12-04 08:45:31,sell,limit,9.600,81.600,0.16320000,8.500
BATEUR,2024-12-04 09:11:14,sell,limit,0.34000000,64.600,0.12920000,190.000
FLOWEUR,2024-12-04 09:11:33,sell,limit,1.180,90.000,0.18000000,76.271
FLOWEUR,2024-12-04 09:30:35,sell,limit,1.180,4.400,0.00880000,3.729
MINAEUR,2024-12-04 11:06:59,sell,limit,0.90000000,85.500,0.17100000,95.000
DOTEUR,2024-12-04 11:29:43,sell,limit,10.650,94.785,0.18957000,8.900
UNIEUR,2024-12-04 11:32:08,sell,limit,15.240,94.488,0.18898000,6.200
ATOMEUR,2024-12-04 14:20:13,sell,limit,9.883,78.074,0.27325900,7.900
XETCZEUR,2024-12-04 17:36:49,sell,limit,37.200,96.720,0.19344000,2.600
DOTEUR,2024-12-05 01:13:07,buy,limit,9.580,33.029,0.06606000,3.448
DOTEUR,2024-12-05 01:13:15,buy,limit,9.580,35.947,0.07189000,3.752
BCHEUR,2024-12-05 12:52:58,sell,limit,596.000,95.360,0.19072000,0.16000000
XETCZEUR,2024-12-05 22:28:16,buy,limit,33.500,48.859,0.09771851,1.458
XETCZEUR,2024-12-05 22:28:18,buy,limit,33.500,18.141,0.03628149,0.54151484
ATOMEUR,2024-12-05 22:28:38,buy,limit,8.900,68.530,0.13706000,7.700
XXLMZEUR,2024-12-05 22:28:42,buy,limit,0.43700000,68.609,0.13721800,157.000
MINAEUR,2024-12-05 22:28:43,buy,limit,0.81000000,68.850,0.13770000,85.000
SNXEUR,2024-12-06 06:23:15,sell,limit,3.120,92.040,0.18408000,29.500
FLOWEUR,2024-12-06 10:08:14,buy,limit,1.060,68.900,0.13780000,65.000
XETHZEUR,2024-12-06 20:17:43,sell,limit,3870.000,92.410,0.18482000,0.02387851
XETHZEUR,2024-12-06 20:17:58,sell,limit,3870.000,4.340,0.00868000,0.00112149
MINAEUR,2024-12-06 21:32:44,sell,limit,0.97000000,82.450,0.16490000,85.000
AAVEEUR,2024-12-07 05:13:41,sell,limit,281.000,50.580,0.10116000,0.18000000
XDGEUR,2024-12-08 04:20:41,sell,limit,0.45600000,80.256,0.16051200,176.000
MINAEUR,2024-12-08 06:10:27,buy,limit,0.87000000,68.730,0.13746000,79.000
UNIEUR,2024-12-08 13:19:31,sell,limit,18.300,89.670,0.17934000,4.900
AAVEEUR,2024-12-09 07:19:00,buy,limit,253.000,68.310,0.13662000,0.27000000
BATEUR,2024-12-09 07:20:54,buy,limit,0.30000000,67.800,0.13560000,226.000
FLOWEUR,2024-12-09 08:32:04,buy,limit,0.95000000,68.400,0.13680000,72.000
UNIEUR,2024-12-09 08:38:47,buy,limit,16.470,49.071,0.09814000,2.979
EOSEUR,2024-12-09 08:38:52,buy,limit,1.100,68.200,0.13640000,62.000
UNIEUR,2024-12-09 08:51:17,buy,limit,16.470,19.773,0.03955000,1.201
XDGEUR,2024-12-09 08:51:38,buy,limit,0.41000000,67.650,0.13530000,165.000
SNXEUR,2024-12-09 20:24:48,buy,limit,2.800,68.880,0.13776000,24.600
TRXEUR,2024-12-09 20:25:36,buy,limit,0.27000000,68.850,0.13770000,255.000
MINAEUR,2024-12-09 20:27:20,buy,limit,0.78300000,68.904,0.13781000,88.000
DOTEUR,2024-12-09 20:39:33,buy,limit,8.600,67.940,0.13588000,7.900
APTEUR,2024-12-09 20:39:35,buy,limit,12.060,68.742,0.13748400,5.700
XTZEUR,2024-12-09 20:39:52,buy,limit,1.420,69.580,0.13916000,49.000
TIAEUR,2024-12-09 20:39:53,buy,limit,6.700,68.340,0.13668000,10.200
BATEUR,2024-12-09 20:49:16,buy,limit,0.27000000,67.770,0.13554000,251.000
MATICEUR,2024-12-09 20:49:48,buy,limit,0.56000000,68.880,0.13776000,123.000
XLTCZEUR,2024-12-09 20:49:53,buy,limit,108.000,66.960,0.13392000,0.62000000
ADAEUR,2024-12-09 21:02:16,buy,limit,0.97000000,68.870,0.13774000,71.000
BCHEUR,2024-12-09 21:02:30,buy,limit,536.000,69.680,0.13936000,0.13000000
XETCZEUR,2024-12-09 21:02:37,buy,limit,30.000,69.000,0.13800000,2.300
ALGOEUR,2024-12-09 21:02:38,buy,limit,0.39000000,68.640,0.13728000,176.000
ATOMEUR,2024-12-09 21:02:44,buy,limit,8.000,68.000,0.13600000,8.500
UNIEUR,2024-12-09 21:02:50,buy,limit,14.800,68.080,0.13616000,4.600
AVAXEUR,2024-12-09 21:02:55,buy,limit,42.000,69.720,0.13944000,1.660
EOSEUR,2024-12-09 21:02:57,buy,limit,1.000,69.000,0.13800000,69.000
XETHZEUR,2024-12-09 21:03:17,buy,limit,3483.000,69.660,0.13932000,0.02000000
LINKEUR,2024-12-09 21:03:35,buy,limit,20.000,69.000,0.13800000,3.450
XXRPZEUR,2024-12-09 21:03:41,buy,limit,2.000,68.000,0.13600000,34.000
AAVEEUR,2024-12-09 21:03:43,buy,limit,227.000,68.100,0.13620000,0.30000000
SOLEUR,2024-12-09 21:04:23,buy,limit,199.000,67.660,0.13532000,0.34000000
XXLMZEUR,2024-12-09 21:04:33,buy,limit,0.35000000,80.150,0.16030000,229.000
XDGEUR,2024-12-09 21:05:20,buy,limit,0.36000000,68.760,0.13752000,191.000
TIAEUR,2024-12-10 03:14:04,buy,limit,6.000,69.000,0.13800000,11.500
SNXEUR,2024-12-10 03:14:50,buy,limit,2.500,67.500,0.13500000,27.000
AAVEEUR,2024-12-10 11:36:51,sell,limit,272.000,95.200,0.19040000,0.35000000
BCHEUR,2024-12-10 15:42:24,buy,limit,482.000,67.480,0.13496000,0.13999999
XTZEUR,2024-12-10 16:00:40,buy,limit,1.270,69.850,0.13970000,55.000
AAVEEUR,2024-12-10 16:38:18,buy,limit,244.000,68.320,0.13664000,0.28000000
XLTCZEUR,2024-12-10 17:59:09,buy,limit,97.000,40.326,0.08065000,0.41573348
XLTCZEUR,2024-12-10 18:02:31,buy,limit,97.000,25.634,0.05127000,0.26426652
XXLMZEUR,2024-12-11 15:27:20,sell,limit,0.42000000,95.760,0.19152000,228.000
AAVEEUR,2024-12-12 02:03:50,sell,limit,293.000,82.040,0.16408000,0.28000000
LINKEUR,2024-12-12 02:39:36,sell,limit,24.000,84.000,0.16800000,3.500
SNXEUR,2024-12-12 03:09:06,sell,limit,3.000,95.100,0.19020000,31.700
TIAEUR,2024-12-12 03:22:04,sell,limit,7.200,80.640,0.16128000,11.200
XLTCZEUR,2024-12-12 03:27:38,sell,limit,116.000,34.247,0.06849000,0.29523176
XLTCZEUR,2024-12-12 03:28:12,sell,limit,116.000,60.873,0.12175000,0.52476824
UNIEUR,2024-12-12 05:42:48,sell,limit,17.760,95.904,0.19181000,5.400
AAVEEUR,2024-12-12 10:59:35,sell,limit,351.600,80.868,0.16174000,0.23000000
AVAXEUR,2024-12-12 13:21:57,sell,limit,50.000,80.500,0.16100000,1.610
LINKEUR,2024-12-13 02:40:42,sell,limit,29.000,65.250,0.13050000,2.250
XXRPZEUR,2024-12-14 05:45:55,sell,limit,2.400,79.200,0.15840000,33.000
TIAEUR,2024-12-14 12:35:34,buy,limit,6.500,68.900,0.13780000,10.600
UNIEUR,2024-12-14 12:49:15,buy,limit,16.000,68.000,0.13600000,4.250
XXBTZEUR,2024-12-16 18:23:15,sell,limit,102260.000,102.260,0.20452000,0.00100000
LINKEUR,2024-12-17 16:00:51,buy,limit,26.100,69.165,0.13833000,2.650
TIAEUR,2024-12-18 04:26:18,buy,limit,5.850,68.738,0.13747500,11.750
FLREUR,2024-12-18 08:00:58,buy,limit,0.02800000,67.200,0.13440000,2400.000
SNXEUR,2024-12-18 15:01:00,buy,limit,2.400,80.160,0.16032000,33.400
UNIEUR,2024-12-18 20:08:21,buy,limit,14.400,68.400,0.13680000,4.750
MATICEUR,2024-12-18 20:08:22,buy,limit,0.50000000,65.000,0.13000000,130.000
XXRPZEUR,2024-12-18 20:08:34,buy,limit,2.160,70.200,0.14040000,32.500
FLOWEUR,2024-12-18 20:08:41,buy,limit,0.76000000,80.560,0.16112000,106.000
ALGOEUR,2024-12-18 20:08:51,buy,limit,0.35000000,68.950,0.13790000,197.000
SCEUR,2024-12-18 20:08:51,buy,limit,0.00550000,79.998,0.15999500,14545.000
LINKEUR,2024-12-19 01:58:38,buy,limit,23.500,68.150,0.13630000,2.900
AVAXEUR,2024-12-19 02:03:08,buy,limit,40.000,80.000,0.16000000,2.000
AAVEEUR,2024-12-19 02:03:17,buy,limit,316.500,69.630,0.13926000,0.22000000
MINAEUR,2024-12-19 02:11:52,buy,limit,0.62000000,80.600,0.16120000,130.000
DOTEUR,2024-12-19 17:49:22,buy,limit,6.900,80.040,0.16008000,11.600
EOSEUR,2024-12-19 18:16:04,buy,limit,0.80000000,80.000,0.16000000,100.000
XDGEUR,2024-12-19 18:23:03,buy,limit,0.29000000,80.040,0.16008000,276.000
FLREUR,2024-12-19 19:40:58,buy,limit,0.02500000,67.500,0.13500000,2700.000
XLTCZEUR,2024-12-19 19:55:07,buy,limit,93.000,80.910,0.16182000,0.87000000
BATEUR,2024-12-19 20:09:54,buy,limit,0.21000000,80.010,0.16002000,381.000
ATOMEUR,2024-12-19 20:10:23,buy,limit,6.400,80.000,0.16000000,12.500
AAVEEUR,2024-12-20 08:30:57,buy,limit,284.000,68.160,0.13632000,0.24000000
TIAEUR,2024-12-20 08:38:15,buy,limit,4.680,80.028,0.16005600,17.100
XXBTZEUR,2024-12-20 08:47:19,buy,limit,92000.000,69.000,0.13800000,0.00075000
UNIEUR,2024-12-20 08:58:51,buy,limit,11.500,80.500,0.16100000,7.000
XXLMZEUR,2024-12-20 09:06:04,buy,limit,0.33600000,80.304,0.16060800,239.000
ADAEUR,2024-12-20 09:07:18,buy,limit,0.80000000,80.000,0.16000000,100.000
SNXEUR,2024-12-20 09:07:45,buy,limit,1.900,80.180,0.16036000,42.200
XETCZEUR,2024-12-20 09:57:46,buy,limit,24.000,80.160,0.16032000,3.340
XETHZEUR,2024-12-20 10:05:48,buy,limit,3134.000,70.202,0.14040000,0.02240000
BCHEUR,2024-12-20 10:14:49,buy,limit,385.000,80.850,0.16170000,0.21000000
XXRPZEUR,2024-12-20 11:30:31,buy,limit,1.940,69.840,0.13968000,36.000
TRXEUR,2024-12-20 11:33:38,buy,limit,0.22000000,80.080,0.16016000,364.000
ALGOEUR,2024-12-20 11:34:01,buy,limit,0.28000000,80.080,0.16016000,286.000
APTEUR,2024-12-20 11:36:26,buy,limit,9.650,80.095,0.16019000,8.300
FLOWEUR,2024-12-20 11:41:10,buy,limit,0.61000000,80.520,0.16104000,132.000
MATICEUR,2024-12-20 11:49:08,buy,limit,0.40000000,80.000,0.16000000,200.000
FLOWEUR,2024-12-20 20:35:31,sell,limit,0.73000000,16.729,0.03346000,22.917
FLOWEUR,2024-12-20 20:38:22,sell,limit,0.73000000,78.171,0.15634000,107.083
MATICEUR,2024-12-20 22:52:49,sell,limit,0.48000000,95.040,0.19008000,198.000
ALGOEUR,2024-12-20 22:56:18,sell,limit,0.33600000,5.025,0.01004900,14.954
ALGOEUR,2024-12-20 22:57:13,sell,limit,0.33600000,4.726,0.00945200,14.065
ALGOEUR,2024-12-20 22:57:18,sell,limit,0.33600000,85.337,0.17067500,253.980
UNIEUR,2024-12-21 05:42:49,sell,limit,13.800,95.220,0.19044000,6.900
AAVEEUR,2024-12-23 17:02:21,sell,limit,341.000,95.480,0.19096000,0.28000000
BATEUR,2024-12-24 08:11:02,sell,limit,0.25200000,94.500,0.18900000,375.000
AAVEEUR,2024-12-28 06:44:38,buy,limit,307.000,67.540,0.13508000,0.22000000
BATEUR,2024-12-30 14:35:10,buy,limit,0.22000000,68.860,0.13772000,313.000
ALGOEUR,2024-12-30 14:35:32,buy,limit,0.30000000,68.100,0.13620000,227.000
XXLMZEUR,2025-01-01 18:34:03,sell,limit,0.40000000,94.800,0.18960000,237.000
ALGOEUR,2025-01-01 18:48:28,sell,limit,0.36000000,90.000,0.18000000,250.000
XXRPZEUR,2025-01-02 00:19:56,sell,limit,2.330,95.530,0.19106000,41.000
ADAEUR,2025-01-03 02:21:09,sell,limit,0.96000000,96.000,0.24000000,100.000
XDGEUR,2025-01-03 13:11:09,sell,limit,0.35000000,95.200,0.23800000,272.000
BCHEUR,2025-01-03 16:22:09,sell,limit,462.000,94.710,0.23677500,0.20500000
TRXEUR,2025-01-04 14:24:01,sell,limit,0.26400000,97.680,0.24420000,370.000
BATEUR,2025-01-05 04:24:46,sell,limit,0.26000000,80.600,0.20150000,310.000
XLTCZEUR,2025-01-05 22:22:24,sell,limit,111.600,94.860,0.23715000,0.85000000
TIAEUR,2025-01-06 19:16:39,sell,limit,5.620,94.978,0.23744500,16.900
TIAEUR,2025-01-07 15:15:49,buy,limit,5.000,69.000,0.17250000,13.800
BATEUR,2025-01-08 04:33:56,buy,limit,0.23400000,68.094,0.17023500,291.000
TIAEUR,2025-01-08 05:51:46,buy,limit,4.500,4.909,0.01227296,1.091
TIAEUR,2025-01-08 05:51:46,buy,limit,4.500,41.110,0.10277595,9.136
TIAEUR,2025-01-08 05:51:50,buy,limit,4.500,22.830,0.05707609,5.073
AAVEEUR,2025-01-08 17:13:59,buy,limit,276.000,68.448,0.17112000,0.24800000
TRXEUR,2025-01-09 07:36:44,buy,limit,0.23700000,68.967,0.17241750,291.000
ADAEUR,2025-01-09 13:40:53,buy,limit,0.86400000,68.256,0.17064000,79.000
LINKEUR,2025-01-09 13:51:39,buy,limit,18.800,75.200,0.18800000,4.000
LINKEUR,2025-01-09 13:53:15,buy,limit,18.800,4.888,0.01222000,0.26000000
ALGOEUR,2025-01-13 10:52:40,buy,limit,0.32400000,68.688,0.17172000,212.000
MINAEUR,2025-01-13 11:41:59,buy,limit,0.49600000,80.352,0.20088000,162.000
FLOWEUR,2025-01-13 11:43:57,buy,limit,0.65000000,60.450,0.15113000,93.000
FLOWEUR,2025-01-13 11:59:56,buy,limit,0.65000000,8.450,0.02113000,13.000
ALGOEUR,2025-01-15 07:18:06,sell,limit,0.39000000,81.900,0.20475000,210.000
XXRPZEUR,2025-01-15 07:45:51,sell,limit,2.800,67.200,0.16800000,24.000
ADAEUR,2025-01-15 15:29:52,sell,limit,1.040,85.280,0.21320000,82.000
XXLMZEUR,2025-01-15 23:14:36,sell,limit,0.48000000,96.000,0.24000000,200.000
ALGOEUR,2025-01-16 12:53:46,sell,limit,0.47000000,94.940,0.23735000,202.000
LINKEUR,2025-01-16 13:24:57,sell,limit,22.560,95.429,0.23857200,4.230
EOSEUR,2025-01-17 02:59:14,sell,limit,0.96000000,94.080,0.23520000,98.000
XLTCZEUR,2025-01-17 05:12:31,sell,limit,134.000,95.140,0.23785000,0.71000000
FLOWEUR,2025-01-17 06:14:18,sell,limit,0.78000000,81.900,0.20475000,105.000
XXBTZEUR,2025-01-17 14:33:09,sell,limit,100000.000,400.000,1.000,0.00400000
FLREUR,2025-01-17 15:52:46,sell,limit,0.03000000,80.010,0.20002500,2667.000
MINAEUR,2025-01-17 16:18:58,sell,limit,0.59500000,94.605,0.23651000,159.000
