TIMESTAMP,C
1645488000,0.0492
1645574400,0.0516
1645660800,0.0574
1645747200,0.0804
1645833600,0.0721
1645920000,0.0732
1646006400,0.0793
1646092800,0.0758
1646179200,0.0697
1646265600,0.074
1646352000,0.0682
1646438400,0.0712
1646524800,0.0702
1646611200,0.0685
1646697600,0.0667
1646784000,0.0651
1646870400,0.0671
1646956800,0.0606
1647043200,0.0591
1647129600,0.0581
1647216000,0.0563
1647302400,0.0553
1647388800,0.0591
1647475200,0.057
1647561600,0.0581
1647648000,0.0616
1647734400,0.0578
1647820800,0.0577
1647907200,0.0577
1647993600,0.0594
1648080000,0.0584
1648166400,0.0581
1648252800,0.0557
1648339200,0.0606
1648425600,0.0672
1648512000,0.065
1648598400,0.0645
1648684800,0.0668
1648771200,0.066
1648857600,0.0642
1648944000,0.066
1649030400,0.0628
1649116800,0.0643
1649203200,0.0631
1649289600,0.0636
1649376000,0.0628
1649462400,0.0632
1649548800,0.0628
1649635200,0.0597
1649721600,0.0579
1649808000,0.0572
1649894400,0.0572
1649980800,0.0584
1650067200,0.0581
1650153600,0.0576
1650240000,0.0556
1650326400,0.055
1650412800,0.0544
1650499200,0.0542
1650585600,0.0523
1650672000,0.051
1650758400,0.0505
1650844800,0.0478
1650931200,0.0487
1651017600,0.0494
1651104000,0.0541
1651190400,0.0533
1651276800,0.0535
1651363200,0.0525
1651449600,0.0518
1651536000,0.0524
1651622400,0.052
1651708800,0.0526
1651795200,0.0525
1651881600,0.0521
1651968000,0.0508
1652054400,0.0464
1652140800,0.0461
1652227200,0.0373
1652313600,0.0283
1652400000,0.0275
1652486400,0.0259
1652572800,0.0213
1652659200,0.0269
1652745600,0.0327
1652832000,0.0318
1652918400,0.0323
1653004800,0.0294
1653091200,0.0312
1653177600,0.0321
1653264000,0.0317
1653350400,0.031
1653436800,0.0348
1653523200,0.0331
1653609600,0.0335
1653696000,0.0338
1653782400,0.0322
1653868800,0.0343
1653955200,0.0364
1654041600,0.0342
1654128000,0.0353
1654214400,0.036
1654300800,0.0349
1654387200,0.035
1654473600,0.0333
1654560000,0.0331
1654646400,0.033
1654732800,0.0341
1654819200,0.0333
1654905600,0.0281
1654992000,0.0267
1655078400,0.0235
1655164800,0.026
1655251200,0.0269
1655337600,0.0274
1655424000,0.029
1655510400,0.0264
1655596800,0.0286
1655683200,0.0277
1655769600,0.0288
1655856000,0.0283
1655942400,0.0293
1656028800,0.0314
1656115200,0.0306
1656201600,0.0308
1656288000,0.03
1656374400,0.0296
1656460800,0.0296
1656547200,0.0272
1656633600,0.0277
1656720000,0.0278
1656806400,0.028
1656892800,0.0283
1656979200,0.0283
1657065600,0.0282
1657152000,0.0291
1657238400,0.0295
1657324800,0.0293
1657411200,0.0284
1657497600,0.0268
1657584000,0.026
1657670400,0.026
1657756800,0.0256
1657843200,0.0257
1657929600,0.0262
1658016000,0.0251
1658102400,0.0257
1658188800,0.0255
1658275200,0.0263
1658361600,0.0259
1658448000,0.0254
1658534400,0.0252
1658620800,0.0253
1658707200,0.0242
1658793600,0.0237
1658880000,0.0242
1658966400,0.0246
1659052800,0.0252
1659139200,0.0253
1659225600,0.0256
1659312000,0.0239
1659398400,0.0245
1659484800,0.0245
1659571200,0.0242
1659657600,0.025
1659744000,0.0247
1659830400,0.0244
1659916800,0.0244
1660003200,0.0244
1660089600,0.0254
1660176000,0.0255
1660262400,0.0288
1660348800,0.0284
1660435200,0.0291
1660521600,0.0293
1660608000,0.0291
1660694400,0.029
1660780800,0.0291
1660867200,0.0265
1660953600,0.0256
1661040000,0.0256
1661126400,0.0253
1661212800,0.0252
1661299200,0.0254
1661385600,0.0252
1661472000,0.0259
1661558400,0.0245
1661644800,0.0251
1661731200,0.0252
1661817600,0.0248
1661904000,0.0255
1661990400,0.026
1662076800,0.0275
1662163200,0.0268
1662249600,0.0267
1662336000,0.0256
1662422400,0.0255
1662508800,0.0253
1662595200,0.025
1662681600,0.0266
1662768000,0.0266
1662854400,0.0268
1662940800,0.0264
1663027200,0.0259
1663113600,0.0263
1663200000,0.0245
1663286400,0.0235
1663372800,0.0231
1663459200,0.0207
1663545600,0.02
1663632000,0.0205
1663718400,0.0203
1663804800,0.0199
1663891200,0.0207
1663977600,0.0206
1664064000,0.0205
1664150400,0.0201
1664236800,0.0205
1664323200,0.0198
1664409600,0.0205
1664496000,0.0203
1664582400,0.0201
1664668800,0.0198
1664755200,0.02
1664841600,0.0192
1664928000,0.0199
1665014400,0.0199
1665100800,0.0198
1665187200,0.0198
1665273600,0.0201
1665360000,0.02
1665446400,0.0199
1665532800,0.0199
1665619200,0.0197
1665705600,0.0198
1665792000,0.02
1665878400,0.0195
1665964800,0.0193
1666051200,0.0187
1666137600,0.0191
1666224000,0.0187
1666310400,0.0178
1666396800,0.0177
1666483200,0.0175
1666569600,0.0171
1666656000,0.017
1666742400,0.0175
1666828800,0.0172
1666915200,0.0177
1667001600,0.0178
1667088000,0.0184
1667174400,0.0173
1667260800,0.0172
1667347200,0.0175
1667433600,0.0172
1667520000,0.0175
1667606400,0.0173
1667692800,0.0173
1667779200,0.0176
1667865600,0.016
1667952000,0.0114
1668038400,0.0152
1668124800,0.0134
1668211200,0.0131
1668297600,0.0116
1668384000,0.0114
1668470400,0.0123
1668556800,0.0123
1668643200,0.0119
1668729600,0.0118
1668816000,0.0118
1668902400,0.011
1668988800,0.0114
1669075200,0.0101
1669161600,0.0109
1669248000,0.0124
1669334400,0.0141
1669420800,0.0131
1669507200,0.0119
1669593600,0.0109
1669680000,0.0116
1669766400,0.0123
1669852800,0.0117
1669939200,0.013
1670025600,0.0122
1670112000,0.0121
1670198400,0.012
1670284800,0.0119
1670371200,0.0111
1670457600,0.0117
1670544000,0.0113
1670630400,0.0115
1670716800,0.0113
1670803200,0.0116
1670889600,0.0112
1670976000,0.0109
1671062400,0.0103
1671148800,0.0098
1671235200,0.0099
1671321600,0.01
1671408000,0.0099
1671494400,0.0096
1671580800,0.0097
1671667200,0.0099
1671753600,0.0099
1671840000,0.01
1671926400,0.0098
1672012800,0.0099
1672099200,0.0097
1672185600,0.0094
1672272000,0.0094
1672358400,0.0096
1672444800,0.0095
1672531200,0.0097
1672617600,0.0104
1672704000,0.0156
1672790400,0.0187
1672876800,0.0181
1672963200,0.0163
1673049600,0.0158
1673136000,0.0158
1673222400,0.0152
1673308800,0.0113
1673395200,0.0107
1673481600,0.0107
1673568000,0.0111
1673654400,0.0113
1673740800,0.0113
1673827200,0.0113
1673913600,0.0108
1674000000,0.0104
1674086400,0.0106
1674172800,0.0111
1674259200,0.0108
1674345600,0.0105
1674432000,0.0103
1674518400,0.0097
1674604800,0.0096
1674691200,0.0096
1674777600,0.0096
1674864000,0.0104
1674950400,0.0101
1675036800,0.0099
1675123200,0.0099
1675209600,0.0104
1675296000,0.0106
1675382400,0.0108
1675468800,0.0103
1675555200,0.0103
1675641600,0.0103
1675728000,0.0103
1675814400,0.0101
1675900800,0.01
1675987200,0.0102
1676073600,0.01
1676160000,0.0098
1676246400,0.0092
1676332800,0.0098
1676419200,0.0098
1676505600,0.0098
1676592000,0.0098
1676678400,0.0097
1676764800,0.0097
1676851200,0.0097
1676937600,0.0095
1677024000,0.0096
1677110400,0.0094
1677196800,0.0092
1677283200,0.0091
1677369600,0.009
1677456000,0.0088
1677542400,0.0085
1677628800,0.0083
1677715200,0.0085
1677801600,0.0086
1677888000,0.0085
1677974400,0.0082
1678060800,0.0083
1678147200,0.0079
1678233600,0.0078
1678320000,0.0074
1678406400,0.0075
1678492800,0.0073
1678579200,0.0076
1678665600,0.0075
1678752000,0.0078
1678838400,0.0077
1678924800,0.0077
1679011200,0.0077
1679097600,0.0076
1679184000,0.0076
1679270400,0.0071
1679356800,0.0071
1679443200,0.0069
1679529600,0.0069
1679616000,0.007
1679702400,0.0068
1679788800,0.0068
1679875200,0.0068
1679961600,0.0076
1680048000,0.0085
1680134400,0.0087
1680220800,0.009
1680307200,0.0086
1680393600,0.0086
1680480000,0.008
1680566400,0.0082
1680652800,0.0085
1680739200,0.0085
1680825600,0.0088
1680912000,0.0084
1680998400,0.0083
1681084800,0.0086
1681171200,0.009
1681257600,0.0086
1681344000,0.0087
1681430400,0.0086
1681516800,0.0086
1681603200,0.0088
