DATE,PRICE
2018-10-16,1.2481
2018-10-17,1.221
2018-10-18,1.138
2018-10-19,1.1282
2018-10-20,1.1253
2018-10-21,1.165
2018-10-22,1.2326
2018-10-23,1.2
2018-10-24,1.18
2018-10-25,1.1702
2018-10-26,1.187
2018-10-27,1.1778
2018-10-28,1.1759
2018-10-29,1.118
2018-10-30,1.12
2018-10-31,1.1404
2018-11-01,1.1476
2018-11-02,1.1418
2018-11-03,1.1483
2018-11-04,1.1779
2018-11-05,1.1728
2018-11-06,1.178
2018-11-07,1.1669
2018-11-08,1.1598
2018-11-09,1.1336
2018-11-10,1.1485
2018-11-11,1.1505
2018-11-12,1.1176
2018-11-13,1.103
2018-11-14,0.975
2018-11-15,0.9835
2018-11-16,0.9697
2018-11-17,0.9409
2018-11-18,0.935
2018-11-19,0.6798
2018-11-20,0.6162
2018-11-21,0.6252
2018-11-22,0.59
2018-11-23,0.5504
2018-11-24,0.4972
2018-11-25,0.522
2018-11-26,0.4901
2018-11-27,0.509
2018-11-28,0.5268
2018-11-29,0.4822
2018-11-30,0.4481
2018-12-01,0.4481
2018-12-02,0.433
2018-12-03,0.3927
2018-12-04,0.3908
2018-12-05,0.341
2018-12-06,0.3
2018-12-07,0.3186
2018-12-08,0.3275
2018-12-09,0.34
2018-12-10,0.3105
2018-12-11,0.323
2018-12-12,0.3556
2018-12-13,0.325
2018-12-14,0.3414
2018-12-15,0.3415
2018-12-16,0.3419
2018-12-17,0.36
2018-12-18,0.3886
2018-12-19,0.3818
2018-12-20,0.4049
2018-12-21,0.3958
2018-12-22,0.4156
2018-12-23,0.4605
2018-12-24,0.465
2018-12-25,0.4413
2018-12-26,0.4558
2018-12-27,0.4005
2018-12-28,0.477
2018-12-29,0.44
2018-12-30,0.4315
2018-12-31,0.3912
2019-01-01,0.4005
2019-01-02,0.4172
2019-01-03,0.417
2019-01-04,0.4113
2019-01-05,0.4199
2019-01-06,0.4307
2019-01-07,0.4111
2019-01-08,0.4368
2019-01-09,0.4318
2019-01-10,0.39
2019-01-11,0.388
